1,0,3
2,3,0
3,1,2
4,0,3
5,2,1
6,2,1
7,0,3
8,3,0
9,2,1
10,1,2
11,0,3
12,1,2
13,1,2
14,1,2
15,1,2
16,2,1
17,2,1
18,2,1
19,1,2
20,2,1
21,0,3
22,1,2
23,1,2
24,0,3
25,1,2
26,1,2
27,3,0
28,3,0
29,2,1
30,2,1
31,2,1
32,2,1
33,1,2
34,0,3
35,3,0
36,1,2
37,3,0
38,2,1
39,2,1
40,1,2
41,1,2
42,1,2
43,1,2
44,1,2
45,3,0
46,1,2
47,1,2
48,1,2
49,1,2
50,2,1
51,2,1
52,3,0
53,1,2
54,2,1
55,2,1
56,1,2
57,2,1
58,2,1
59,3,0
60,3,0
61,2,1
62,1,2
63,2,1
64,2,1
65,1,2
66,1,2
67,3,0
68,2,1
69,1,2
70,3,0
71,1,2
72,1,2
73,0,3
74,1,2
75,1,2
76,1,2
77,1,2
78,1,2
79,1,2
80,1,2
81,1,2
82,1,2
83,1,2
84,3,0
85,1,2
86,1,2
87,1,2
88,2,1
89,2,1
90,2,1
91,2,1
92,0,3
93,1,2
94,2,1
95,1,2
96,2,1
97,0,3
98,2,1
99,1,2
100,0,3
101,1,2
102,2,1
103,0,3
104,1,2
105,3,0
106,2,1
107,2,1
108,1,2
109,2,1
110,2,1
111,2,1
112,2,1
113,2,1
114,2,1
115,2,1
116,2,1
117,0,3
118,2,1
119,2,1
120,1,2
121,2,1
122,0,3
123,0,3
124,3,0
125,0,3
126,1,2
127,1,2
128,2,1
129,0,3
130,1,2
131,2,1
132,3,0
133,1,2
134,0,3
135,0,3
136,1,2
137,0,3
138,2,1
139,1,2
140,1,2
141,1,2
142,1,2
143,0,3
144,3,0
145,0,3
146,0,3
147,1,2
148,0,3
149,1,2
150,1,2
151,2,1
152,1,2
153,1,2
154,2,1
155,2,1
156,2,1
157,1,2
158,1,2
159,1,2
160,3,0
161,1,2
162,3,0
163,2,1
164,1,2
165,2,1
166,2,1
167,2,1
168,2,1
169,1,2
170,2,1
171,3,0
172,3,0
173,1,2
174,2,1
175,2,1
176,0,3
177,1,2
178,1,2
179,2,1
180,1,2
181,1,2
182,1,2
183,2,1
184,1,2
185,1,2
186,1,2
187,2,1
188,2,1
189,1,2
190,2,1
191,3,0
192,0,3
193,1,2
194,2,1
195,1,2
196,0,3
197,3,0
198,3,0
199,2,1
200,3,0
201,3,0
202,1,2
203,1,2
204,1,2
205,1,2
206,1,2
207,0,3
208,3,0
209,0,3
210,0,3
211,1,2
212,2,1
213,2,1
214,0,3
215,2,1
216,1,2
217,2,1
218,2,1
219,1,2
220,1,2
221,1,2
222,3,0
223,2,1
224,2,1
225,1,2
226,1,2
227,0,3
228,3,0
229,1,2
230,2,1
231,2,1
232,2,1
233,2,1
234,2,1
235,1,2
236,1,2
237,3,0
238,1,2
239,2,1
240,2,1
241,2,1
242,2,1
243,2,1
244,2,1
245,1,2
246,2,1
247,0,3
248,1,2
249,1,2
250,0,3
251,2,1
252,1,2
253,2,1
254,1,2
255,1,2
256,0,3
257,2,1
258,2,1
259,2,1
260,3,0
261,1,2
262,2,1
263,2,1
264,2,1
265,2,1
266,0,3
267,2,1
268,2,1
269,2,1
270,1,2
271,1,2
272,2,1
273,1,2
274,1,2
275,2,1
276,2,1
277,3,0
278,0,3
279,2,1
280,3,0
281,2,1
282,2,1
283,1,2
284,0,3
285,2,1
286,2,1
287,3,0
288,2,1
289,3,0
290,3,0
291,0,3
292,1,2
293,1,2
294,1,2
295,2,1
296,1,2
297,2,1
298,2,1
299,1,2
300,2,1
301,0,3
302,1,2
303,1,2
304,1,2
305,1,2
306,1,2
307,3,0
308,1,2
309,3,0
310,1,2
311,1,2
312,2,1
313,1,2
314,0,3
315,2,1
316,3,0
317,2,1
318,1,2
319,3,0
320,1,2
321,1,2
322,1,2
323,2,1
324,3,0
325,3,0
326,2,1
327,0,3
328,2,1
329,1,2
330,1,2
331,1,2
332,3,0
333,2,1
334,1,2
335,2,1
336,0,3
337,3,0
338,1,2
339,3,0
340,2,1
341,1,2
342,3,0
343,2,1
344,3,0
345,1,2
346,1,2
347,0,3
348,0,3
349,0,3
350,3,0
351,0,3
352,1,2
353,1,2
354,2,1
355,1,2
356,2,1
357,1,2
358,1,2
359,0,3
360,0,3
361,2,1
362,2,1
363,1,2
364,2,1
365,2,1
366,3,0
367,2,1
368,2,1
369,0,3
370,2,1
371,3,0
372,0,3
373,3,0
374,0,3
375,1,2
376,1,2
377,2,1
378,2,1
379,3,0
380,2,1
381,3,0
382,2,1
383,1,2
384,1,2
385,2,1
386,1,2
387,1,2
388,2,1
389,2,1
390,1,2
391,2,1
392,1,2
393,2,1
394,2,1
395,3,0
396,1,2
397,1,2
398,2,1
399,1,2
400,1,2
401,1,2
402,2,1
403,3,0
404,1,2
405,3,0
406,2,1
407,2,1
408,1,2
409,2,1
410,0,3
411,2,1
412,0,3
413,2,1
414,2,1
415,2,1
416,2,1
417,2,1
418,2,1
419,1,2
420,2,1
421,2,1
422,0,3
423,2,1
424,2,1
425,2,1
426,2,1
427,2,1
428,2,1
429,1,2
430,2,1
431,1,2
432,0,3
433,0,3
434,3,0
435,3,0
436,0,3
437,1,2
438,1,2
439,0,3
440,0,3
441,1,2
442,3,0
443,2,1
444,2,1
445,1,2
446,2,1
447,2,1
448,2,1
449,3,0
450,2,1
451,2,1
452,3,0
453,1,2
454,2,1
455,1,2
456,1,2
457,3,0
458,2,1
459,2,1
460,1,2
461,2,1
462,1,2
463,2,1
464,3,0
465,1,2
466,2,1
467,3,0
468,0,3
469,2,1
470,1,2
471,1,2
472,1,2
473,2,1
474,0,3
475,1,2
476,2,1
477,3,0
478,2,1
479,0,3
480,1,2
481,0,3
482,1,2
483,0,3
484,1,2
485,0,3
486,3,0
487,2,1
488,1,2
489,3,0
490,3,0
491,2,1
492,0,3
493,1,2
494,1,2
495,0,3
496,2,1
497,2,1
498,2,1
499,0,3
500,2,1
501,2,1
502,2,1
503,2,1
504,2,1
505,2,1
506,0,3
507,3,0
508,3,0
509,1,2
510,1,2
511,2,1
512,3,0
513,1,2
514,2,1
515,0,3
516,2,1
517,2,1
518,1,2
519,1,2
520,1,2
521,3,0
522,1,2
523,1,2
524,1,2
525,2,1
526,0,3
527,2,1
528,1,2
529,1,2
530,0,3
531,1,2
532,2,1
533,1,2
534,0,3
535,3,0
536,2,1
537,1,2
538,1,2
539,2,1
540,2,1
541,0,3
542,1,2
543,2,1
544,2,1
545,2,1
546,2,1
547,2,1
548,2,1
549,2,1
550,1,2
551,2,1
552,1,2
553,2,1
554,2,1
555,2,1
556,1,2
557,2,1
558,1,2
559,2,1
560,1,2
561,2,1
562,1,2
563,1,2
564,1,2
565,2,1
566,1,2
567,2,1
568,2,1
569,3,0
570,0,3
571,1,2
572,2,1
573,2,1
574,3,0
575,0,3
576,3,0
577,1,2
578,1,2
579,1,2
580,2,1
581,2,1
582,0,3
583,2,1
584,1,2
585,3,0
586,1,2
587,1,2
588,2,1
589,1,2
590,1,2
591,3,0
592,2,1
593,2,1
594,2,1
595,1,2
596,2,1
597,2,1
598,2,1
599,1,2
600,1,2
601,0,3
602,0,3
603,2,1
604,2,1
605,0,3
606,3,0
607,2,1
608,2,1
609,3,0
610,1,2
611,2,1
612,1,2
613,1,2
614,2,1
615,1,2
616,0,3
617,2,1
618,2,1
619,0,3
620,0,3
621,2,1
622,1,2
623,1,2
624,2,1
625,1,2
626,2,1
627,3,0
628,2,1
629,2,1
630,2,1
631,3,0
632,1,2
633,1,2
634,1,2
635,3,0
636,0,3
637,1,2
638,2,1
639,2,1
640,1,2
641,2,1
642,0,3
643,2,1
644,1,2
645,1,2
646,3,0
647,2,1
648,3,0
649,0,3
650,1,2
651,2,1
652,1,2
653,2,1
654,1,2
655,0,3
656,1,2
657,3,0
658,0,3
659,2,1
660,1,2
